SKIPPED DUPLICATES (Not Abandoned)
================================================================================
Total: 960

1. Duplicate: d056781c-f458-4f79-9bfd-9f2340d980d5 | Original: e3c2853a-e557-4c7f-8e4c-6b583de17558 | Status: Pending_Approval | Mode: CAPI
796. Duplicate: 6daf7cc7-51f5-4e0c-9d19-cbc92d58fe35 | Original: c593b044-c8a3-4731-a17c-0f3dc40103d5 | Status: Pending_Approval | Mode: CAPI
797. Duplicate: 7cd250bc-8cfd-4e3b-bd02-1ad94059d80e | Original: bff41866-1a02-4504-b8fa-4613c156d2bf | Status: Rejected | Mode: CAPI
798. Duplicate: 2a9ccdc0-a0e0-40f6-aeed-6df8b43fe0d0 | Original: 298ba0ba-d1c5-4b7a-963d-61cf945295eb | Status: Pending_Approval | Mode: CAPI
799. Duplicate: a7d7767d-5363-4a8a-a47c-d76c4aae1328 | Original: d7becaf7-b903-41a4-a156-d46bb11c573d | Status: Pending_Approval | Mode: CAPI
800. Duplicate: 9a0b0b95-d5df-44c6-b8ae-4c690ec649bf | Original: a6f68c11-eabf-4722-9cf3-8a4dc709400c | Status: Pending_Approval | Mode: CAPI
801. Duplicate: 3a336d03-acad-49d2-9619-16532f0eb8a1 | Original: e1565328-8f3b-471c-b6a6-4ee16323ee68 | Status: Pending_Approval | Mode: CAPI
802. Duplicate: ff8e7755-f6fc-4609-8701-d96905dcf67d | Original: 214b8067-927d-4cac-946d-dfe0d2af0e9c | Status: Pending_Approval | Mode: CAPI
803. Duplicate: e60022d5-d91b-4c45-ac86-6b4aef22ed46 | Original: 5d4d2491-ead9-4a7e-9889-3361fac1ecc1 | Status: Rejected | Mode: CAPI
804. Duplicate: 67be7b39-d860-4c53-9f2d-ec17a8824413 | Original: 97c232b7-7ece-4395-9e6d-27b9e17536f7 | Status: Pending_Approval | Mode: CAPI
805. Duplicate: 37b0f415-8a0a-4e61-95b5-7880748c59ed | Original: 7f80f584-8e26-40f3-b450-9fefd54c3454 | Status: Pending_Approval | Mode: CAPI
806. Duplicate: 7e6cb7fb-2f4c-4e0f-ae7b-fff0e8896511 | Original: 00217c85-1ffc-470a-b547-a2e411a1b5a8 | Status: Pending_Approval | Mode: CAPI
807. Duplicate: 48eae786-2a66-4231-9fe8-00e578959bd0 | Original: 8892b3ae-db97-4529-ae4a-649d3752ea24 | Status: Rejected | Mode: CAPI
808. Duplicate: 21e6bda5-b573-4c4f-ba5f-74d95409654f | Original: 59f5bc48-4851-4111-af7b-e6ba9e794c04 | Status: Pending_Approval | Mode: CAPI
809. Duplicate: a3539934-e6ee-4937-9d5c-bae219f99c82 | Original: 4eed2e2a-0d7b-4431-89a1-44776b4d32b0 | Status: Pending_Approval | Mode: CATI
810. Duplicate: 8b20f036-5533-45b7-89c4-470d8460e30d | Original: 170930fa-0ce2-44d7-af41-0ba3576c8509 | Status: Terminated | Mode: CAPI
811. Duplicate: 1bbc18c3-f72a-4e74-a989-2be0cbb9fdcf | Original: a542eeb5-f336-486c-a7c6-255f3ae9d52d | Status: Rejected | Mode: CAPI
812. Duplicate: 1d3fb580-9ebe-4fd9-a26c-4abb18d6499a | Original: 1eb9c35c-b25c-4201-9fcd-b7d193929f1f | Status: Pending_Approval | Mode: CAPI
813. Duplicate: 56f1f86e-3d79-4b85-80ae-79ce6a2d69cc | Original: 9e64eb72-bc59-4cce-8bfe-f87dca1b7f13 | Status: Rejected | Mode: CAPI
814. Duplicate: 85d92386-171d-467a-87e8-bb4d2f46e8b4 | Original: 284933ad-416c-4b5c-8153-18ceb82dbff5 | Status: Pending_Approval | Mode: CAPI
815. Duplicate: 453eacb8-536e-4cb5-acf8-537796d48ed4 | Original: 0404de30-7bc4-4797-af1b-ea7157f42524 | Status: Rejected | Mode: CAPI
816. Duplicate: bdc1453a-0f3a-4a3d-b5bf-16dccaf95b05 | Original: 2b1d4fd7-35c7-4054-b775-cfdb8020a5f5 | Status: Pending_Approval | Mode: CAPI
817. Duplicate: cad29a8f-f6a3-42be-a5fa-b5d4b40a7a5c | Original: d02156de-43a0-4280-9616-47fca2273f00 | Status: Pending_Approval | Mode: CAPI
818. Duplicate: ea9c5dc5-39bf-4f39-aa4a-ff2a13066ca3 | Original: ec2b59a6-a127-42ad-80ef-5527c6000433 | Status: Rejected | Mode: CAPI
819. Duplicate: 8b5038d8-251f-4cc5-b777-124553f35e5a | Original: 9e5a433c-6469-4243-b774-a89b65ea9e9a | Status: Pending_Approval | Mode: CAPI
820. Duplicate: 019ec749-a90e-4585-8421-f9d152ced00a | Original: da2984cf-fca8-4e7f-8e1b-d9a08a5bf176 | Status: Rejected | Mode: CAPI
821. Duplicate: a782705d-88d3-408e-8927-7c49abc17c9e | Original: 0d22de8c-9e57-45e3-89e7-5396ba1f169b | Status: Pending_Approval | Mode: CAPI
822. Duplicate: 3b1bde93-2e8e-4a7e-b142-503740ff4129 | Original: 744315ec-6d95-476d-a69c-f11f1ec6b276 | Status: Pending_Approval | Mode: CAPI
823. Duplicate: 704e6cba-3d77-497f-a17c-997ecd60cfc2 | Original: 18edd705-03b0-4047-8d7b-c6ff49dc687f | Status: Pending_Approval | Mode: CATI
824. Duplicate: 95a6ebed-ec39-4c27-9aa9-bec180dc4089 | Original: 63282a9c-097c-4637-9589-d396b0574668 | Status: Pending_Approval | Mode: CAPI
825. Duplicate: 264e445f-6dcc-4de2-8d10-ba35816d07cd | Original: 0ec59a6c-6d8c-4c82-bac8-404387b7fdbb | Status: Rejected | Mode: CAPI
826. Duplicate: 2febef52-0c0c-458b-9767-7d801e11305a | Original: 532afa11-76cf-4d9e-b000-a4319689e524 | Status: Rejected | Mode: CAPI
827. Duplicate: bd4f4751-9f39-4d82-999d-56b60e3e0eab | Original: bba4bb32-1c17-4f74-930c-81bac701f91e | Status: Rejected | Mode: CAPI
828. Duplicate: f74674d3-ec37-4af6-9be1-243dc0b8acb2 | Original: 344976c0-c4ed-4984-b702-2f0314af2d87 | Status: Pending_Approval | Mode: CAPI
829. Duplicate: e31a8cb4-d5ff-4a8e-81f2-82e77972b635 | Original: d88dcae3-220d-4df7-a67e-86b540fa4f56 | Status: Pending_Approval | Mode: CATI
830. Duplicate: b3a421d7-b2b7-45fe-8be2-4828208914b5 | Original: d0f467f5-d0e2-4f18-9f4f-6eae73ac1803 | Status: Pending_Approval | Mode: CAPI
831. Duplicate: d8d2ab4a-dee9-4a47-a0ef-3d30a8d10979 | Original: c84d6553-73b6-423b-8722-6b51f3646a08 | Status: Pending_Approval | Mode: CAPI
832. Duplicate: 716c19cc-a76b-442f-8573-586835dd807c | Original: 38a32cbc-9943-4adc-827e-2887c5def22d | Status: Pending_Approval | Mode: CAPI
833. Duplicate: f70a34f0-71fb-4610-bcff-ef943021c5c9 | Original: 657f752a-f361-4b2e-811a-552b02783362 | Status: Rejected | Mode: CAPI
834. Duplicate: c912c523-ae40-48f3-84b3-b8385b2e9475 | Original: 6d56649b-e0af-4ddc-9b33-103306011f3f | Status: Pending_Approval | Mode: CAPI
835. Duplicate: 2d9d1009-d291-4005-9833-48012f27a1e4 | Original: 4614d5df-0107-4c58-a874-5a74cd255c68 | Status: Pending_Approval | Mode: CAPI
836. Duplicate: bba019c9-a86d-45e5-855e-af386422a97e | Original: f3c213f7-8d6c-4ad3-9b01-3ca4b4bec75c | Status: Rejected | Mode: CAPI
837. Duplicate: 89d9d7fa-7ad3-4f9e-96fc-193115b7bbab | Original: 25358bad-f5cd-4ff1-8d2a-be4e9ba6c120 | Status: Pending_Approval | Mode: CAPI
838. Duplicate: d9fcb1a3-5650-48e4-a52c-6db0eff7b316 | Original: b3e75d94-4d40-40a8-a029-7e53f79e84a3 | Status: Pending_Approval | Mode: CAPI
839. Duplicate: 944b2352-6025-4c8f-aeb7-757d28706365 | Original: c7610964-698e-48e3-b0e5-c492bb15598f | Status: Pending_Approval | Mode: CATI
840. Duplicate: 3df2b5ef-285d-488a-af30-62ffbdb63978 | Original: dccf8645-5147-46c4-9863-9c65155df6a5 | Status: Pending_Approval | Mode: CAPI
841. Duplicate: 8af7cc3c-0a61-4b0f-bc42-edb45a31a1f7 | Original: d9bcb074-31e4-43b8-8293-13c5e3fa1d17 | Status: Rejected | Mode: CAPI
842. Duplicate: 6344706d-5d25-4661-81fb-2a951b677bde | Original: 0790d42a-47a9-4040-9763-2a0705cfda1b | Status: Pending_Approval | Mode: CAPI
843. Duplicate: 01c1701b-d3cf-455c-b499-db936d540c4c | Original: 45cf215c-3bbc-4ae0-8a22-264864b40d2e | Status: Pending_Approval | Mode: CAPI
844. Duplicate: ac23c96f-98f1-426f-b699-da4de0872a31 | Original: 8fea31d3-0dbc-45fb-ac57-f18083e7440a | Status: Pending_Approval | Mode: CAPI
845. Duplicate: ddea2d47-8c21-4fe8-a111-df912f883f12 | Original: 6806baa8-f2eb-427c-8a61-db2b4649da6d | Status: Rejected | Mode: CAPI
846. Duplicate: f7aaffb4-0982-4060-9cc2-7d80967c81a1 | Original: d7512d73-b79e-4666-809b-c0245d4e26cd | Status: Rejected | Mode: CAPI
847. Duplicate: 4dd3555d-3006-4821-aa35-da6634979dd1 | Original: 24c63445-ffbd-4ca5-a78b-f10a51072a47 | Status: Rejected | Mode: CAPI
848. Duplicate: 7cb2c14e-3d31-4f30-86e9-6798fe02d2aa | Original: 18943cdc-282a-4ac1-8b7a-e48320b4eafd | Status: Pending_Approval | Mode: CAPI
849. Duplicate: dc286855-782b-414b-81bf-336dde5a361f | Original: da273aa4-7a92-44be-9ebc-c7c2b3f723b2 | Status: Pending_Approval | Mode: CAPI
850. Duplicate: 3b79858e-ef44-41fd-b498-d5cb3c6c0031 | Original: 0158cb5a-779f-4855-b07a-53cced931b38 | Status: Pending_Approval | Mode: CAPI
851. Duplicate: 69274915-f99f-40b8-b1dc-42c18ba7a8fc | Original: 8f08b699-ec84-4043-a3fc-38d05b283c9a | Status: Pending_Approval | Mode: CAPI
852. Duplicate: d46afecd-4c9a-4593-a6fa-d0aa8076ce3e | Original: 671defaa-78ce-4878-a68f-e9fef39abf2c | Status: Pending_Approval | Mode: CAPI
853. Duplicate: 2edb88a0-c9ed-4a56-94ba-ca34bf004a36 | Original: dd615c25-b760-4b73-8900-40f2d8ec3c5c | Status: Pending_Approval | Mode: CAPI
854. Duplicate: e9e64670-a3b6-4650-ac45-821884b93afd | Original: 84055b62-4831-4810-9a28-09b0f2fd56da | Status: Pending_Approval | Mode: CAPI
855. Duplicate: 721025fe-0ec1-4a72-97eb-7012f3819076 | Original: c5bf82c2-bda5-4564-8760-bf1dc312d8d1 | Status: Pending_Approval | Mode: CAPI
856. Duplicate: a75ffb20-e52f-4dda-83e9-9da461ad96dd | Original: 910cde4d-52e5-40a1-9497-07635ddba0c7 | Status: Pending_Approval | Mode: CAPI
857. Duplicate: f8c03587-5570-410b-8b64-c309c3d87277 | Original: 1fd38161-d15f-4599-8ea9-a51e74925b80 | Status: Rejected | Mode: CAPI
858. Duplicate: a8585228-9fb5-46cd-b2cd-286cdc86090d | Original: 8f0c90c0-f2c7-4544-ba4f-899cff32b5dc | Status: Pending_Approval | Mode: CAPI
859. Duplicate: ac4fa037-4df6-46a3-a52f-cb285669358a | Original: b2ab1d99-8dfd-432d-a5db-6049ef17a723 | Status: Rejected | Mode: CAPI
860. Duplicate: ef581dbd-1fb5-4f90-8f33-867ea978fb9d | Original: cfc7222c-1b35-4338-8cf4-f26f27ebd2ee | Status: Pending_Approval | Mode: CAPI
861. Duplicate: 26fe522b-af53-4d9e-a281-11c398a5f153 | Original: 4e55a252-538c-47b1-82a5-de26209db33e | Status: Pending_Approval | Mode: CAPI
862. Duplicate: 8bf0980a-7d31-4422-b26a-e1e97751ca64 | Original: 196fc3ab-aa2e-4ad8-9a37-4869635e333b | Status: Pending_Approval | Mode: CAPI
863. Duplicate: 501dc2bf-774e-4244-99cf-9da627d72421 | Original: ee9956b4-8726-4361-b4eb-56b9e0aa7e46 | Status: Rejected | Mode: CAPI
864. Duplicate: ac03c24c-4c90-4fb0-9bec-6dc881055132 | Original: a60f9899-64a4-495a-8f5b-765feab2e84a | Status: Pending_Approval | Mode: CATI
865. Duplicate: f18d3ddb-e87a-4ffc-b444-1e27ec6c80d6 | Original: f55529c3-56a0-4041-9248-8f24d5afbf4c | Status: Pending_Approval | Mode: CAPI
866. Duplicate: ae6a1c50-ffe4-47a9-a9cc-326ac65d4e37 | Original: 231a694f-4f12-4d23-9d26-e2638e2c99cc | Status: Pending_Approval | Mode: CAPI
867. Duplicate: 49d30445-68ab-4ba0-b6ab-de455d578dea | Original: 1f357176-7fc6-428b-8d58-2f6a3478c286 | Status: Pending_Approval | Mode: CAPI
868. Duplicate: 35fe43ac-f342-40d5-885a-1f11c2b037b3 | Original: 1274847a-d085-4424-918f-a0b3bb5f67d5 | Status: Rejected | Mode: CAPI
869. Duplicate: 0fcd3cb1-b947-4418-b925-6d95d6532f08 | Original: f1ae3aa0-0595-44ea-8ba0-b2176ad8bc02 | Status: Pending_Approval | Mode: CAPI
870. Duplicate: 156ef4a9-9e39-4e41-bc51-78f449a11561 | Original: 521123cb-3b42-4caa-b0ab-282e11974492 | Status: Pending_Approval | Mode: CAPI
871. Duplicate: f8d99147-980c-4602-aaee-9e7f940daf68 | Original: 1457e669-51ce-483d-9ffd-2f5f2a180b3a | Status: Pending_Approval | Mode: CAPI
872. Duplicate: 8d413674-7f9c-4f48-ba87-548bb2033c64 | Original: cca8a41d-f916-4cc3-b45e-34c11434ffa1 | Status: Rejected | Mode: CAPI
873. Duplicate: 972e3835-c101-4c20-b50f-6a033bd030a8 | Original: f0e3a494-5673-451e-a66d-c5b23ce5364d | Status: Rejected | Mode: CAPI
874. Duplicate: ad291aa2-0248-421c-9f20-2cb9b18f38d3 | Original: 6b6b2112-79d8-48eb-87f4-95848d93feea | Status: Terminated | Mode: CAPI
875. Duplicate: c6efa0fa-7cad-4988-b414-f812c6556400 | Original: 6dd4240c-e468-4a55-934d-786dd5e96c41 | Status: Pending_Approval | Mode: CAPI
876. Duplicate: fbe8da39-8914-42d0-ba02-388fea286432 | Original: 3ae91354-e69b-4d0a-9ea2-266e961952fe | Status: Pending_Approval | Mode: CAPI
877. Duplicate: 262b502d-730d-4fec-b76b-b042ec2dc271 | Original: 459c16a9-3d53-4cde-a89d-2d4d6e8ef53e | Status: Rejected | Mode: CAPI
878. Duplicate: 6aae1642-c963-4bf0-84a7-f9f280f3d528 | Original: f9e12571-3561-46ad-8479-5d51567823a0 | Status: Pending_Approval | Mode: CAPI
879. Duplicate: af0defc8-806e-4ce4-9e36-f6425ea59f75 | Original: e2da42b4-e3a1-40d5-be14-de356d3e0242 | Status: Pending_Approval | Mode: CAPI
880. Duplicate: 7a2a1e5e-2da2-45c0-af72-f73187530ca7 | Original: fc52ecb1-0801-4375-b3e5-f03e3044074e | Status: Terminated | Mode: CAPI
881. Duplicate: a450b0e2-ad08-4beb-8680-6a0b4f068e13 | Original: e10b977b-4f0d-4f76-b7c6-d465911d2696 | Status: Rejected | Mode: CAPI
882. Duplicate: a69f206d-b3f0-4588-b5e8-a524e8409683 | Original: aa7a47d8-da73-4081-86bb-9e8c6c792745 | Status: Pending_Approval | Mode: CAPI
883. Duplicate: 3d07d4ae-9603-415a-a3c7-8720091b2db4 | Original: c2ddfe07-95e2-4a28-829e-a5724afdcbdb | Status: Rejected | Mode: CAPI
884. Duplicate: 1cd0e347-245f-4881-aeb4-a7856eb13dbc | Original: fd9da6b9-2448-4e87-8a78-6c19f7c1e9e6 | Status: Pending_Approval | Mode: CAPI
885. Duplicate: 5e151b25-7a1b-4d48-9d68-a25ab525178a | Original: c02173f0-9d37-43e7-9d1f-e8a39119ec61 | Status: Pending_Approval | Mode: CAPI
886. Duplicate: 215187de-17c2-48b2-9698-9584a0904730 | Original: be5203bd-53a8-4e1c-84b5-20134d2e1a51 | Status: Rejected | Mode: CAPI
887. Duplicate: 22a5d04d-ff37-4486-a88c-accdb2653d39 | Original: ce6dd9c1-e0eb-4427-b00e-6dc0111b15e8 | Status: Rejected | Mode: CAPI
888. Duplicate: 8c22cb3a-b55e-4999-81a6-70fa42fc4faf | Original: 6b978f3f-2e95-406e-a405-4451fcde004d | Status: Pending_Approval | Mode: CATI
889. Duplicate: e40667c0-da94-4c82-86b8-f487f348af92 | Original: 84f0cf14-7f70-4a2f-bb47-60305233d88a | Status: Pending_Approval | Mode: CAPI
890. Duplicate: c4a8987e-0c1e-46e9-aaef-129f65056ac2 | Original: dc76a752-4847-44d5-994c-ddcccdd44560 | Status: Pending_Approval | Mode: CAPI
891. Duplicate: 1acc0b93-2d2d-488f-a5c8-338ae6a5f487 | Original: f7328589-6cab-49da-a665-9d5de2072d6b | Status: Pending_Approval | Mode: CAPI
892. Duplicate: a26e415a-b19c-4615-9505-cf5549a4234e | Original: 623a14f9-d2b0-469c-8c63-f7635646bd14 | Status: Pending_Approval | Mode: CAPI
893. Duplicate: 6ab1843f-290d-43dc-82a6-085778f80be0 | Original: fed1bbc5-7caf-429a-922c-b6095680e291 | Status: Pending_Approval | Mode: CAPI
894. Duplicate: bf83d79a-91b9-4968-8b5f-99c000fb5fd4 | Original: 461f57d4-146f-4948-b127-f3e926f49cc5 | Status: Rejected | Mode: CAPI
895. Duplicate: 574d6436-eefe-4bbc-8346-12b4fc10463d | Original: 7cabcf5d-1ba1-4b15-a4e7-fed7d48e0148 | Status: Rejected | Mode: CAPI
896. Duplicate: dd4bb4b2-5c00-46a4-868d-69461da9fd8f | Original: 86827359-b705-46a1-b030-a8f93187fd79 | Status: Pending_Approval | Mode: CAPI
897. Duplicate: 9ddffb1c-46f8-491c-a1b3-bd58c1fd2b9d | Original: f04ec31f-bfe8-403e-b429-0ad21c8d91e2 | Status: Pending_Approval | Mode: CAPI
898. Duplicate: 6ab8757d-4a96-48fb-a980-b2a93f668d59 | Original: dd2b083b-16d9-445b-bec6-48d96def4eec | Status: Pending_Approval | Mode: CAPI
899. Duplicate: 58c013ff-ca83-4ef3-9c4b-8f109a1583b8 | Original: 96eb117c-ec20-4e0c-8252-3bd12a2baec4 | Status: Rejected | Mode: CAPI
900. Duplicate: 94ec3107-c2b4-4911-8aac-be4ad716351a | Original: f948a387-0733-4520-acaf-231b468763f9 | Status: Pending_Approval | Mode: CAPI
901. Duplicate: 9d6ca3ef-ea8e-46af-a22b-5240674f4f87 | Original: f714f9a1-c467-4dc7-b262-9ff972115cee | Status: Pending_Approval | Mode: CAPI
902. Duplicate: c5a21e53-23d1-4039-99a8-eb0170aac5a2 | Original: bb36c70f-6feb-443c-b24c-40d9d90a067f | Status: Pending_Approval | Mode: CAPI
903. Duplicate: 3c90a251-2bc5-4fb6-b721-557ab7b5ca62 | Original: b597a96b-7f66-4ee7-a4af-75ada5100362 | Status: Rejected | Mode: CAPI
904. Duplicate: 787b45db-6eaa-40e4-9461-f4e0412ee09f | Original: ec60ce80-b2bb-4abd-bdb2-4d92a366b772 | Status: Rejected | Mode: CAPI
905. Duplicate: f5667143-fcb0-4132-b2e7-534a01825352 | Original: 05d0859f-6bf6-4284-87fd-e31e88e3ec99 | Status: Rejected | Mode: CAPI
906. Duplicate: f2ee294b-cc10-4bfe-9c77-9714f528daf7 | Original: 8551a888-7081-4b86-8c44-8286f97e1c98 | Status: Pending_Approval | Mode: CAPI
907. Duplicate: 9ff750fe-c4e6-4914-8219-a82da2abe525 | Original: 7b1fa672-63c1-4e97-964d-137a1767ff57 | Status: Pending_Approval | Mode: CAPI
908. Duplicate: d36d50a5-6aaa-48b9-bd15-9b7ed2ee9066 | Original: 2f5cfcce-953c-4920-8b0d-a79c07b57520 | Status: Pending_Approval | Mode: CAPI
909. Duplicate: 978e0167-45ef-4e64-9910-1dfca9fed311 | Original: 946f6c21-46f4-4d08-a4a6-12275929198d | Status: Pending_Approval | Mode: CAPI
910. Duplicate: 7ab26e40-fa3d-4a35-b7c4-0dfaf6dc3a40 | Original: d56b23eb-41d3-4b21-810a-a39616c8123a | Status: Pending_Approval | Mode: CAPI
911. Duplicate: 662db209-7ad2-4f2c-8996-25ced5b20c88 | Original: c256750f-675c-4016-855d-aa33769317f0 | Status: Rejected | Mode: CAPI
912. Duplicate: e3a383cc-9bfb-44fb-8e73-890b6d59a665 | Original: 47643438-a587-4179-9cec-f52e090d1e3e | Status: Pending_Approval | Mode: CATI
913. Duplicate: 6a7eb832-70be-4dea-bdab-3268232eb611 | Original: 01b59e32-9a83-4065-a635-0b1f99f1ddc9 | Status: Pending_Approval | Mode: CAPI
914. Duplicate: 49f78e2e-4ece-4e1a-ac9c-82c84cd8a32a | Original: ff73d6c1-e438-4970-8d8a-9b1e98773b7e | Status: Pending_Approval | Mode: CAPI
915. Duplicate: 39cb5b9a-1fb2-4722-8d9f-9cd4ab304437 | Original: 7d9c18c5-9868-4a98-ba4a-8208aca17f96 | Status: Pending_Approval | Mode: CAPI
916. Duplicate: 363ff866-28a3-496f-bd25-793329dba7fc | Original: 3830b5f1-d444-4043-8806-5617dea0dd70 | Status: Pending_Approval | Mode: CAPI
917. Duplicate: 0aabb3c7-6426-4ba0-9f85-21498bc64348 | Original: f9a40c97-ffa5-4c96-820d-c86a6133cd25 | Status: Pending_Approval | Mode: CAPI
918. Duplicate: 33fe3813-4666-4617-9d18-7700349a8f20 | Original: f96fb6ca-2678-4461-a51c-003c77b59d72 | Status: Pending_Approval | Mode: CAPI
919. Duplicate: d9f91e4f-5ab8-489f-9f52-dfd535dde444 | Original: 38a4b82f-22ec-4e99-9838-d2c5e410db8a | Status: Pending_Approval | Mode: CAPI
920. Duplicate: b17ce9b1-2c33-410a-93fd-e06bb84eb752 | Original: 3ff7e48c-ee15-41a5-9b82-1b33b264842c | Status: Pending_Approval | Mode: CAPI
921. Duplicate: a2b5961f-c47c-423c-9dc6-bc3f1c4db0c8 | Original: f3c169e4-7558-473b-9dd7-27480565dc35 | Status: Pending_Approval | Mode: CAPI
922. Duplicate: d815a047-05df-4a1d-b991-a15f8c45bbc8 | Original: ffce5321-8025-4681-a160-0c6d0cd18c55 | Status: Pending_Approval | Mode: CAPI
923. Duplicate: 79338657-92be-4cf5-8251-8a5c9e7a6901 | Original: ea995d7b-df8b-452c-85ad-d48a19ee0d06 | Status: Pending_Approval | Mode: CAPI
924. Duplicate: 04d4c575-f641-4aba-b6f7-fe66cb72fce2 | Original: c5fc376c-c792-4606-8043-88f73bf52428 | Status: Pending_Approval | Mode: CAPI
925. Duplicate: 443bf9c5-31f4-4f86-b085-77f51d8ba9a4 | Original: 2821ceca-32d8-4181-87cd-8ba16973d1a1 | Status: Pending_Approval | Mode: CAPI
926. Duplicate: a3981b72-f08e-4e7e-9884-8fb1cde2c2d1 | Original: ad5bb7be-c0eb-4473-abc8-9703d89a33f6 | Status: Pending_Approval | Mode: CAPI
927. Duplicate: 483fdeed-51c0-44d1-b2d8-f38edf04aded | Original: ba3dce73-9b1a-4651-8c54-bc1650c73a2f | Status: Rejected | Mode: CAPI
928. Duplicate: 99310f58-2380-4e66-bb6b-2b4ffa7e410e | Original: 1b7f74d5-a915-46dc-b2cd-8ac247354fdb | Status: Pending_Approval | Mode: CAPI
929. Duplicate: d8e8ed8f-5ca1-42e9-a685-c04ed0090849 | Original: 9b59d6a0-51b5-45ec-ac93-7cae3f49e5e3 | Status: Pending_Approval | Mode: CAPI
930. Duplicate: 6c63ad03-5417-4e1d-b62b-761cc15fb0b2 | Original: 062517b2-8c1d-4151-a26e-10e538ca89a6 | Status: Pending_Approval | Mode: CAPI
931. Duplicate: 08ebeeb3-533a-4ef6-9259-9d7c0853656d | Original: 0f9a9e25-3385-481d-96d6-ab3514948214 | Status: Pending_Approval | Mode: CAPI
932. Duplicate: 29d3b675-3371-4742-91ab-e2f59e30bafe | Original: 402bb479-5a74-4363-bd71-fb0f064fd595 | Status: Pending_Approval | Mode: CAPI
933. Duplicate: 0ff9fe92-8a86-49ad-8c93-e353f1096fbc | Original: 5f106e04-a647-4ac1-90e4-11e9a29943c6 | Status: Pending_Approval | Mode: CAPI
934. Duplicate: f6e677fa-dd77-4e7c-8c70-38fd92921966 | Original: 6f1c29cf-584f-46b2-9f74-32590c16f514 | Status: Rejected | Mode: CAPI
935. Duplicate: 3b038a0a-2e6b-4dc1-96aa-d409e146f148 | Original: 29b0bed6-8ce0-4712-bed8-4b5a638cf3d0 | Status: Pending_Approval | Mode: CAPI
936. Duplicate: 966c8acf-50fb-4e0a-a947-c738baea1938 | Original: abaaf37d-deda-40c1-8749-b84508e377af | Status: Pending_Approval | Mode: CAPI
937. Duplicate: a1465655-e180-4a07-95fd-1cc09113a79b | Original: 48bb0f7a-67bb-4cf3-91ab-74d75c1399c3 | Status: Pending_Approval | Mode: CAPI
938. Duplicate: bd4c9657-739c-4182-b20b-d11a8914c82a | Original: 51241e08-2d4a-47b5-b527-2e1d8653d095 | Status: Pending_Approval | Mode: CAPI
939. Duplicate: 42a1cd37-2411-43d9-b873-fd260c715313 | Original: e58369a3-c119-4c7f-bd00-53c02086e024 | Status: Pending_Approval | Mode: CAPI
940. Duplicate: 86d9ebd6-defc-4b0f-9470-7b3982545977 | Original: 2524ab41-9277-43a5-b66c-dc683b439ad3 | Status: Pending_Approval | Mode: CAPI
941. Duplicate: 02257be8-2c32-4b8c-9735-3fd225bcf4f1 | Original: 3cd5ef66-cee9-4335-9bc1-88888b60f3a5 | Status: Pending_Approval | Mode: CAPI
942. Duplicate: c2ae3c1f-1952-4329-9621-6a6ac3bf10f8 | Original: 330510cd-ac99-4229-85c0-9631bd4269c5 | Status: Pending_Approval | Mode: CAPI
943. Duplicate: dbdf4cae-7b06-43d2-9d49-5bbdc8b52ad0 | Original: b623237a-0a71-4e7f-a94b-9b25d4319499 | Status: Terminated | Mode: CAPI
944. Duplicate: bd26d598-ade5-483c-bf5f-db782a725057 | Original: fe9d9103-684e-47b2-9978-a98549612420 | Status: Pending_Approval | Mode: CAPI
945. Duplicate: 2b9e4a26-6839-4973-800f-d64c067485bb | Original: c4d67abb-d712-4eaa-8e22-a199a02919e5 | Status: Pending_Approval | Mode: CAPI
946. Duplicate: 1ceabd4a-ee9e-4186-b1fd-dc5a38badd5e | Original: f2f06db7-f17a-496b-b0f8-b40f8b5b1731 | Status: Pending_Approval | Mode: CAPI
947. Duplicate: 4e939241-3cd6-4f90-9adf-0e8bf0240baf | Original: 83d821a1-d5ac-4a40-8023-e2b0943730b8 | Status: Pending_Approval | Mode: CAPI
948. Duplicate: 855dba49-d161-44f4-ac29-e172aa10f6a8 | Original: c5bf8d5c-63fd-4715-8aec-15c0dc2289ab | Status: Pending_Approval | Mode: CAPI
949. Duplicate: a3981b72-f08e-4e7e-9884-8fb1cde2c2d1 | Original: ad5bb7be-c0eb-4473-abc8-9703d89a33f6 | Status: Pending_Approval | Mode: CAPI
950. Duplicate: 244422e6-f4a6-49f9-9224-c07e7aa1c5e5 | Original: 2867abef-2539-45dd-89b0-402b6f75fc62 | Status: Pending_Approval | Mode: CAPI
951. Duplicate: a7d7767d-5363-4a8a-a47c-d76c4aae1328 | Original: d7becaf7-b903-41a4-a156-d46bb11c573d | Status: Pending_Approval | Mode: CAPI
952. Duplicate: 6202e96b-bf40-40c9-9812-7dae2ec1b23e | Original: 3202a9da-3a7e-4507-a787-bcbd21e53037 | Status: Pending_Approval | Mode: CAPI
953. Duplicate: 43799034-aa23-4906-a2df-cf85f3dd575c | Original: 069b25e4-0100-4a80-8d6e-01e61b9cbbb2 | Status: Pending_Approval | Mode: CAPI
954. Duplicate: 309cb43e-72eb-43a4-a98f-a6b7161aca32 | Original: 2626ec51-8df5-45c0-98a1-dd2128f61e8b | Status: Pending_Approval | Mode: CAPI
